MS SubClass,MS Zoning,Lot Area,Neighborhood,Overall Qual,Year Built,Gr Liv Area,Bsmt Full Bath,Full Bath,Bedroom AbvGr,Garage Cars,Garage Area,SalePrice
20,RL,17755,Edwards,5,1959,1466,0,1,3,2,528,149900
20,RL,8877,Edwards,4,1951,1220,0,1,2,2,396,102000
90,RL,7840,Edwards,6,1975,1012,0,2,4,0,0,127500
90,RL,9400,Edwards,6,1975,980,0,2,4,0,0,127500
20,RL,16133,Edwards,5,1969,1176,1,1,2,1,360,119900
60,RL,7162,Edwards,7,2003,1724,0,2,3,2,616,196500
20,RL,8050,Edwards,6,2002,914,1,1,2,0,0,117250
60,RL,11060,Edwards,7,2003,2314,0,2,3,2,502,229000
180,RM,3675,Edwards,5,2005,1072,1,1,2,2,525,145000
180,RM,3675,Edwards,6,2005,1072,1,2,2,2,525,140000
180,RM,3675,Edwards,6,2005,1072,1,1,2,2,525,142500
160,RM,2522,Edwards,7,2004,1709,0,2,3,2,380,134000
160,RM,2522,Edwards,7,2004,1709,0,2,3,2,380,130000
160,RM,2522,Edwards,6,2004,1709,0,2,3,2,380,130000
160,RM,2522,Edwards,7,2004,1709,0,2,3,2,380,137500
160,RM,3363,Edwards,7,2004,1708,0,2,3,2,380,130000
50,RL,6956,Edwards,4,1948,936,0,1,3,1,265,97900
50,RL,7822,Edwards,6,1915,1338,0,2,3,2,528,92000
50,RL,8707,Edwards,4,1924,1669,0,1,4,1,288,107000
50,RL,8410,Edwards,5,1910,1184,0,1,5,0,0,81000
50,RL,9738,Edwards,5,1924,1221,1,1,4,1,392,104900
20,RL,8172,Edwards,5,1955,864,1,1,2,2,572,115000
20,RL,16012,Edwards,4,1954,1482,0,2,3,2,609,125000
50,RL,8248,Edwards,5,1918,1250,0,1,3,1,280,116000
50,RL,8248,Edwards,4,1922,1414,0,1,3,0,0,83000
75,RL,6204,SWISU,4,1912,2230,1,1,5,1,440,118500
30,RL,8088,Edwards,2,1922,498,0,1,1,1,216,35000
50,RL,11388,Edwards,4,1910,1273,0,1,3,1,275,121000
190,RH,7082,SWISU,5,1916,1928,0,2,5,0,0,160000
50,RL,8400,SWISU,6,1940,1595,0,1,2,1,240,140000
50,RL,10890,SWISU,5,1938,1551,1,2,3,1,240,137000
190,RH,6430,SWISU,6,1945,1340,1,1,3,1,440,128000
70,RL,7000,SWISU,7,1926,1479,1,1,3,1,312,160000
70,RL,13132,Crawfor,5,1914,1784,0,1,4,1,180,138887
70,RL,4899,SWISU,6,1920,1510,0,1,3,1,216,149000
50,RL,6000,SWISU,5,1926,1522,0,2,4,0,0,102000
70,RL,9399,Crawfor,7,1919,1636,0,1,4,1,288,167000
70,RL,7588,Crawfor,7,1920,1802,0,1,4,1,216,200100
50,RL,10164,SWISU,5,1939,1465,0,2,3,1,240,131000
50,RL,6191,SWISU,5,1941,1288,0,1,4,1,240,112000
70,RL,9550,Crawfor,7,1915,1717,1,1,3,3,642,140000
50,RL,21780,Crawfor,6,1920,1550,0,1,3,1,318,195000
70,RL,11435,Crawfor,8,1929,1517,0,1,3,2,400,230000
50,RL,12400,Crawfor,5,1940,1717,0,1,2,1,410,194000
30,RL,11600,Crawfor,4,1922,1180,0,1,2,1,252,137500
50,RL,11500,Crawfor,7,1936,2057,0,1,3,1,180,250000
50,RL,8170,Crawfor,7,1929,1671,0,2,4,2,451,218000
70,RL,16560,Crawfor,6,1932,2345,0,2,4,2,360,239000
70,RL,12320,Crawfor,7,1932,1609,0,1,3,3,579,199500
70,RL,14210,Crawfor,6,1930,1801,0,1,3,2,365,210000
20,RL,14115,Crawfor,6,1956,1811,0,1,2,2,470,230000
20,RL,12984,Crawfor,5,1977,1647,1,2,3,2,621,217500
60,RL,15600,Crawfor,5,1950,2315,1,2,4,1,342,257000
190,RL,15750,Crawfor,5,1953,1336,1,1,2,1,375,157000
20,RL,16381,Crawfor,6,1969,1844,1,2,3,2,540,223000
30,RM,7288,IDOTRR,5,1942,976,1,1,2,1,215,102000
50,RM,7000,IDOTRR,6,1926,1285,0,1,3,2,506,145400
30,RM,8534,IDOTRR,4,1925,672,0,1,2,0,0,72000
30,RM,7030,IDOTRR,4,1925,641,0,1,2,1,272,85000
30,RM,8765,IDOTRR,4,1936,951,0,1,2,1,327,106500
50,RM,9060,IDOTRR,6,1957,1638,0,2,4,1,384,139000
50,C (all),11040,IDOTRR,4,1920,1336,0,1,3,1,570,108000
30,C (all),12366,IDOTRR,3,1945,729,0,1,2,0,0,51689
20,C (all),9000,IDOTRR,2,1949,480,1,0,1,1,308,35311
190,C (all),9000,IDOTRR,5,1951,1396,0,2,4,0,0,115000
50,C (all),8520,IDOTRR,3,1916,936,0,1,2,0,0,78000
120,RM,5748,Crawfor,8,2005,1778,2,2,2,2,495,375000
120,RM,3842,Crawfor,8,2004,1646,1,2,2,2,525,300000
20,RL,23580,Mitchel,6,1979,1625,0,2,3,2,576,242500
90,RL,8385,Mitchel,6,1978,1664,0,2,4,2,616,145000
20,RL,9116,Mitchel,8,2001,1491,0,2,3,2,490,209000
90,RL,10530,Mitchel,6,1977,1004,1,1,2,2,504,135000
80,RL,11080,Mitchel,6,1975,1210,1,2,3,2,528,148000
90,RL,11070,Mitchel,7,1988,1959,0,3,5,3,766,171000
60,RL,26178,Timber,7,1989,2519,1,2,4,2,628,335000
120,RM,8239,GrnHill,7,1986,1295,0,2,2,1,312,230000
20,RL,50102,Timber,6,1958,1650,1,1,2,2,518,250764
20,RL,16669,Timber,8,1981,1707,0,2,2,2,511,228000
20,RL,13811,Timber,6,1987,1137,1,2,2,2,551,176000
20,RL,8049,Timber,7,1990,1339,1,2,2,2,484,180000
60,RL,11170,Timber,7,1990,2514,0,2,4,2,693,250000
20,RL,8098,Timber,6,2000,1403,1,2,2,2,470,202000
20,RL,14331,Timber,8,2002,1800,1,2,3,3,765,312500
20,RL,13618,Timber,8,2005,1960,1,2,3,3,714,320000
20,RL,11443,Timber,8,2005,2028,1,2,2,3,880,369900
20,RL,11577,Timber,9,2005,1838,1,2,3,3,682,359900
20,A (agr),31250,Mitchel,1,1951,1600,0,1,3,1,270,81500
90,RM,7020,Mitchel,7,1997,1368,2,2,2,4,784,215000
120,RM,4500,Mitchel,6,1998,1216,1,2,2,2,402,164000
120,RM,4500,Mitchel,6,1998,1337,1,2,2,2,405,153500
20,RL,17217,Mitchel,5,2006,1140,0,1,3,0,0,84500
160,RM,2665,MeadowV,5,1977,1304,0,1,3,1,336,104500
160,RM,2665,MeadowV,5,1977,1475,0,2,4,1,336,127000
160,RM,3964,MeadowV,6,1973,2521,1,2,5,2,576,151400
20,RL,10172,Mitchel,5,1968,874,1,1,3,1,288,126500
90,RL,11836,Mitchel,5,1970,1652,0,2,4,3,928,146500
180,RM,1470,MeadowV,4,1970,630,1,1,1,0,0,73000
160,RM,1484,MeadowV,4,1972,1092,0,1,3,1,253,79400
20,RL,13384,Mitchel,5,1969,1360,1,1,3,1,336,140000
180,RM,1533,MeadowV,5,1970,630,1,1,1,0,0,92000
160,RM,1533,MeadowV,4,1970,1092,0,1,3,1,286,87550
160,RM,1526,MeadowV,4,1970,1092,0,1,3,0,0,79500
160,RM,1936,MeadowV,4,1970,1092,0,1,3,0,0,90500
160,RM,1894,MeadowV,4,1970,1092,0,1,3,1,286,71000
90,RL,12640,Mitchel,6,1976,1728,0,2,4,2,574,150900
90,RL,9297,Mitchel,5,1976,1728,2,2,4,2,560,188000
20,RL,17400,Mitchel,5,1977,1126,1,2,3,2,484,160000
20,RL,20000,Mitchel,5,1960,1224,1,1,4,2,576,131000
80,RL,7937,Mitchel,6,1984,1003,1,1,3,2,588,142500
20,RL,8885,Mitchel,5,1983,902,1,1,2,2,484,131000
85,RL,10441,Mitchel,5,1992,970,0,1,3,0,0,132000
20,RL,10010,Mitchel,5,1974,1389,1,1,2,2,418,170000
60,RL,9627,Mitchel,7,1993,2000,0,2,3,3,650,188000
